1,2,6,2,4,2,5,2,7,2,3,9,12,9,13,14,17,14,13,9,9,15,9,16,18,3,21,3,20,24,23,11,25,11,23,24,20,3,17,14,13,14,17,3,18,16,9,15,9,9,13,14,17,3,9,12,9,3,19,22
1,2,6,2,4,2,5,2,7,2,3,9,12,9,13,14,17,3,17,3,17,3,9,9,15,9,16,18,3,21,3,21,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,2,4,2,5,2,3,9,12,9,13,14,17,14,13,9,9,15,9,16,18,3,21,3,18,16,9,15,9,9,13,14,13,9,3,17,3,21,3,20,24,23,11,25,11,22,11,11,11,0,0,0,0,0,0,0,0,0
1,2,4,2,5,2,9,12,9,13,14,17,3,18,16,9,16,18,3,21,3,18,16,9,15,9,9,9,9,13,14,17,3,21,3,20,24,23,11,25,11,22,19,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,2,3,9,9,16,18,3,17,14,13,9,9,15,9,9,12,9,3,21,3,18,16,9,15,9,15,9,9,13,14,17,3,21,3,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,2,7,2,4,2,3,9,9,16,18,3,17,3,2,3,9,12,9,13,9,9,15,9,9,3,11,3,21,3,20,25,11,11,11,22,11,25,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6,2,7,2,4,2,5,2,3,9,12,9,13,14,17,3,21,3,18,16,9,15,9,9,13,14,17,3,21,3,20,24,23,11,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
